0,0,1496518102.896031,My very first block :),0,02d779570304667b4c28ba1dbfd4428844a7cab89023205c66858a40937557f8
214,52d57319ddd48ba7c99ef5c5bd589cd80b90d08b5ab2f3515186624800b19c6c,1516627694.847481,User 736 sent 69 tokens to user 936. User 94 sent 80 tokens to user 617. User 949 sent 56 tokens to user 847. User 70 sent 6 tokens to user 794. User 319 sent 78 tokens to user 387. ,1,5c38d9bee75ba24ff48ab1c3d0b8dc6c9c864c9f0101847538d59560392d56f8
215,5c38d9bee75ba24ff48ab1c3d0b8dc6c9c864c9f0101847538d59560392d56f8,1516627694.8517618,User 325 sent 3 tokens to user 237. User 575 sent 39 tokens to user 218. User 354 sent 71 tokens to user 514. User 84 sent 27 tokens to user 800. User 850 sent 20 tokens to user 823. ,1,55bde97a9cc607f1e8f1b99e572936e89e7477c85975fb0851dcc7e587c79c63
216,55bde97a9cc607f1e8f1b99e572936e89e7477c85975fb0851dcc7e587c79c63,1516627694.8561878,User 125 sent 34 tokens to user 535. User 507 sent 30 tokens to user 304. User 996 sent 93 tokens to user 650. User 308 sent 54 tokens to user 969. User 470 sent 99 tokens to user 777. ,3,5293ce4ef2600f5de3e178c8a0052144b985ec03ff60df3a707397e978514f43
217,5293ce4ef2600f5de3e178c8a0052144b985ec03ff60df3a707397e978514f43,1516627694.862106,User 702 sent 72 tokens to user 880. User 342 sent 21 tokens to user 615. User 586 sent 71 tokens to user 786. User 504 sent 0 tokens to user 106. User 823 sent 86 tokens to user 636. ,0,5a30aefea9c244c27da28d729f9c863768327c3f67a9f804f2d0d44734bae1bb
218,5a30aefea9c244c27da28d729f9c863768327c3f67a9f804f2d0d44734bae1bb,1516627694.866546,User 255 sent 61 tokens to user 693. User 768 sent 13 tokens to user 52. User 495 sent 29 tokens to user 775. User 354 sent 34 tokens to user 864. User 158 sent 59 tokens to user 191. ,4,5ce0f4b75fe067b8c7973abef9fe91734084def57ab0340e2297448569e77593
219,5ce0f4b75fe067b8c7973abef9fe91734084def57ab0340e2297448569e77593,1516627694.871694,User 612 sent 49 tokens to user 421. User 276 sent 71 tokens to user 815. User 685 sent 94 tokens to user 276. User 767 sent 5 tokens to user 374. User 139 sent 56 tokens to user 222. ,3,5a1eaa0197611fcdcd3d9db29240b34c303250e162a50aa16f968edf50c0c917
220,5a1eaa0197611fcdcd3d9db29240b34c303250e162a50aa16f968edf50c0c917,1516627694.8763862,User 7 sent 73 tokens to user 84. User 783 sent 90 tokens to user 925. User 103 sent 77 tokens to user 353. User 897 sent 34 tokens to user 772. User 761 sent 27 tokens to user 401. ,12,50d45e56ac35fc491c12f1a6d9405918d71cdeca843f696941f6899fac0605d5
221,50d45e56ac35fc491c12f1a6d9405918d71cdeca843f696941f6899fac0605d5,1516627694.881762,User 544 sent 89 tokens to user 122. User 235 sent 0 tokens to user 659. User 910 sent 58 tokens to user 703. User 973 sent 33 tokens to user 422. User 58 sent 57 tokens to user 226. ,20,5c280b5894638ec4e94b65405351c0556a17a24dbeb518dd5a15ecae6d91edd6
222,5c280b5894638ec4e94b65405351c0556a17a24dbeb518dd5a15ecae6d91edd6,1516627694.886423,User 99 sent 92 tokens to user 304. User 843 sent 70 tokens to user 326. User 244 sent 71 tokens to user 128. User 769 sent 10 tokens to user 351. User 33 sent 68 tokens to user 841. ,2,58a3f891a47d46f1e5f0f36dc0a8b439c13b7860faae83350db22f5d5cbbca0c
223,58a3f891a47d46f1e5f0f36dc0a8b439c13b7860faae83350db22f5d5cbbca0c,1516627694.89099,User 768 sent 46 tokens to user 216. User 279 sent 2 tokens to user 466. User 916 sent 19 tokens to user 641. User 130 sent 65 tokens to user 527. User 814 sent 99 tokens to user 931. ,45,598c42285fd815fdb6192d870d71ff267a3daf312c820c3d1ae9b13fb184cbeb
224,598c42285fd815fdb6192d870d71ff267a3daf312c820c3d1ae9b13fb184cbeb,1516627694.897577,User 203 sent 30 tokens to user 34. User 291 sent 9 tokens to user 491. User 275 sent 17 tokens to user 130. User 7 sent 18 tokens to user 275. User 185 sent 23 tokens to user 942. ,7,5837e197becfb9c7d5939adcffd8bad5a2642203674e9509f04699690faedeb2
225,5837e197becfb9c7d5939adcffd8bad5a2642203674e9509f04699690faedeb2,1516627694.901761,User 9 sent 23 tokens to user 201. User 123 sent 84 tokens to user 660. User 95 sent 16 tokens to user 634. User 928 sent 86 tokens to user 740. User 841 sent 64 tokens to user 259. ,21,5a18ebeafdc1800c8df4a34e1743c99f31c152d2d72671bea1dec2248c020869
226,5a18ebeafdc1800c8df4a34e1743c99f31c152d2d72671bea1dec2248c020869,1516627694.905775,User 614 sent 99 tokens to user 45. User 215 sent 68 tokens to user 978. User 560 sent 42 tokens to user 402. User 95 sent 8 tokens to user 574. User 873 sent 55 tokens to user 216. ,19,5f6a5adab1c78df82fbed9a6587fc4b06309415d8c9cb0cc651f8b074a3fa6ee
227,5f6a5adab1c78df82fbed9a6587fc4b06309415d8c9cb0cc651f8b074a3fa6ee,1516627694.909858,User 248 sent 0 tokens to user 681. User 205 sent 73 tokens to user 197. User 80 sent 50 tokens to user 926. User 111 sent 19 tokens to user 299. User 376 sent 28 tokens to user 278. ,2,5c1b738f91c0fa9b4261d233f1aef5b893dcc2fbf3304088152e1ab855347b64
228,5c1b738f91c0fa9b4261d233f1aef5b893dcc2fbf3304088152e1ab855347b64,1516627694.914479,User 382 sent 48 tokens to user 56. User 906 sent 56 tokens to user 934. User 233 sent 8 tokens to user 664. User 636 sent 41 tokens to user 618. User 433 sent 81 tokens to user 464. ,5,52c430e68b5f6dbd40b37ba9c7660c91c2e7fccdf5561b64062fb96e286f098d
229,52c430e68b5f6dbd40b37ba9c7660c91c2e7fccdf5561b64062fb96e286f098d,1516627694.9194722,User 92 sent 87 tokens to user 668. User 324 sent 85 tokens to user 151. User 805 sent 62 tokens to user 499. User 194 sent 90 tokens to user 771. User 703 sent 7 tokens to user 587. ,7,57f4bf7b37faa5a46d4300d722eba353a524bf1a01fe5704cec2497e32a0ff5b
230,57f4bf7b37faa5a46d4300d722eba353a524bf1a01fe5704cec2497e32a0ff5b,1516627694.923873,User 435 sent 45 tokens to user 417. User 687 sent 48 tokens to user 710. User 505 sent 58 tokens to user 863. User 606 sent 51 tokens to user 778. User 582 sent 91 tokens to user 628. ,30,52df0771f6ee9d1a3b8453d0408e79adfab7e6cbfc3322567895fa340c2acfbd
231,52df0771f6ee9d1a3b8453d0408e79adfab7e6cbfc3322567895fa340c2acfbd,1516627694.9300961,User 92 sent 88 tokens to user 24. User 939 sent 82 tokens to user 759. User 663 sent 83 tokens to user 137. User 962 sent 59 tokens to user 317. User 568 sent 49 tokens to user 547. ,9,507b602f6875c7c57ec362c042d5e783b9243cffe8f6f3af728beab43d7e200d
232,507b602f6875c7c57ec362c042d5e783b9243cffe8f6f3af728beab43d7e200d,1516627694.9343848,User 727 sent 13 tokens to user 192. User 965 sent 31 tokens to user 375. User 971 sent 51 tokens to user 294. User 239 sent 48 tokens to user 877. User 982 sent 80 tokens to user 368. ,14,5294b8adfbd109a5b0283bc02ac7e776d9b6c1496c4c31b445a151602cde6eb9
233,5294b8adfbd109a5b0283bc02ac7e776d9b6c1496c4c31b445a151602cde6eb9,1516627694.938784,User 47 sent 90 tokens to user 609. User 917 sent 81 tokens to user 49. User 881 sent 46 tokens to user 240. User 349 sent 97 tokens to user 69. User 719 sent 7 tokens to user 215. ,1,588e2f4a5df64164bab7e9fd677279bca4830e7f7607d8d8025dbda496d935e3
234,588e2f4a5df64164bab7e9fd677279bca4830e7f7607d8d8025dbda496d935e3,1516627694.943323,User 896 sent 75 tokens to user 793. User 629 sent 23 tokens to user 936. User 755 sent 3 tokens to user 87. User 66 sent 13 tokens to user 904. User 567 sent 91 tokens to user 238. ,9,523d7ff2342fc183ec6a752e2269c70093ab40958f089732b672b60c79a20605
235,523d7ff2342fc183ec6a752e2269c70093ab40958f089732b672b60c79a20605,1516627694.947624,User 590 sent 18 tokens to user 311. User 336 sent 34 tokens to user 746. User 522 sent 29 tokens to user 452. User 24 sent 56 tokens to user 989. User 157 sent 71 tokens to user 385. ,43,5840e840a516d119fa14f28ea28a97a3e7704bfa6001721868dbaf07208a98d5
236,5840e840a516d119fa14f28ea28a97a3e7704bfa6001721868dbaf07208a98d5,1516627694.952103,User 482 sent 41 tokens to user 384. User 623 sent 54 tokens to user 273. User 886 sent 6 tokens to user 312. User 927 sent 56 tokens to user 787. User 66 sent 60 tokens to user 701. ,15,5c42dececdaef60398f02a8669339f92da1c4541bf0545526bac00050b497ed0
237,5c42dececdaef60398f02a8669339f92da1c4541bf0545526bac00050b497ed0,1516627694.956974,User 215 sent 11 tokens to user 146. User 15 sent 4 tokens to user 518. User 369 sent 49 tokens to user 659. User 464 sent 80 tokens to user 443. User 55 sent 98 tokens to user 315. ,12,53ec3f78cc0b115891ab85d51153c04f0e075d2077a7a85807425f0765a43604
238,53ec3f78cc0b115891ab85d51153c04f0e075d2077a7a85807425f0765a43604,1516627694.964064,User 631 sent 36 tokens to user 404. User 852 sent 3 tokens to user 796. User 675 sent 26 tokens to user 301. User 6 sent 41 tokens to user 406. User 771 sent 36 tokens to user 640. ,49,539d27398e4e5ae3ead14b740228072d59dae16e36bb687a7978e91e45ab46a0
239,539d27398e4e5ae3ead14b740228072d59dae16e36bb687a7978e91e45ab46a0,1516627694.968468,User 172 sent 91 tokens to user 579. User 16 sent 63 tokens to user 375. User 9 sent 12 tokens to user 788. User 34 sent 32 tokens to user 716. User 719 sent 69 tokens to user 209. ,3,5dfe3eeaf921e03aaa9435967234d2004c47550024b96a1e0c011e86f0b5f318
240,5dfe3eeaf921e03aaa9435967234d2004c47550024b96a1e0c011e86f0b5f318,1516627694.972657,User 484 sent 83 tokens to user 513. User 485 sent 23 tokens to user 273. User 496 sent 15 tokens to user 833. User 464 sent 37 tokens to user 957. User 855 sent 22 tokens to user 74. ,6,5a4a56aecfb5e0a167a6840b987f0216fbe54bfcc303c36d49eac14e97885a08
241,5a4a56aecfb5e0a167a6840b987f0216fbe54bfcc303c36d49eac14e97885a08,1516627694.976984,User 534 sent 12 tokens to user 545. User 118 sent 70 tokens to user 373. User 391 sent 78 tokens to user 638. User 37 sent 5 tokens to user 913. User 46 sent 82 tokens to user 466. ,67,54e4c04b35be12f33b5e03a3890bf2cf15c760fe72b6f67fc16444ab8de973a7
242,54e4c04b35be12f33b5e03a3890bf2cf15c760fe72b6f67fc16444ab8de973a7,1516627694.981815,User 470 sent 99 tokens to user 81. User 929 sent 21 tokens to user 627. User 640 sent 68 tokens to user 317. User 67 sent 36 tokens to user 545. User 823 sent 36 tokens to user 786. ,11,5bef9e913e5c621d7d554c182ebcf1f89d0d34246a8102f70bbf0a4f88ff4a1b
243,5bef9e913e5c621d7d554c182ebcf1f89d0d34246a8102f70bbf0a4f88ff4a1b,1516627694.985993,User 853 sent 41 tokens to user 899. User 502 sent 39 tokens to user 219. User 440 sent 68 tokens to user 96. User 405 sent 84 tokens to user 607. User 528 sent 96 tokens to user 335. ,42,5439f2b4bcf635343146b3b0518597f5b6ce69c1368166a961601d0f38cbaeeb
244,5439f2b4bcf635343146b3b0518597f5b6ce69c1368166a961601d0f38cbaeeb,1516627694.991028,User 619 sent 14 tokens to user 669. User 637 sent 73 tokens to user 894. User 32 sent 57 tokens to user 296. User 598 sent 79 tokens to user 636. User 815 sent 33 tokens to user 101. ,14,50417dc06e60e5ec077127cbb7efaf8aa599ff8bdc0778ce02e3d2c237687fda
245,50417dc06e60e5ec077127cbb7efaf8aa599ff8bdc0778ce02e3d2c237687fda,1516627694.996266,User 64 sent 86 tokens to user 465. User 51 sent 33 tokens to user 986. User 692 sent 52 tokens to user 841. User 420 sent 2 tokens to user 826. User 451 sent 41 tokens to user 918. ,22,5b99b78bca5973ec8b8c04ad55a3cc2dd3269ab8d2e18f777b548004b9d5c387
246,5b99b78bca5973ec8b8c04ad55a3cc2dd3269ab8d2e18f777b548004b9d5c387,1516627695.000843,User 450 sent 7 tokens to user 240. User 624 sent 31 tokens to user 891. User 649 sent 93 tokens to user 833. User 939 sent 72 tokens to user 460. User 552 sent 24 tokens to user 173. ,2,5793fe695baa8b122174117b7f6ff7024d55447faff38bec5ebcaafdcb965b8d
247,5793fe695baa8b122174117b7f6ff7024d55447faff38bec5ebcaafdcb965b8d,1516627695.006162,User 153 sent 28 tokens to user 738. User 799 sent 65 tokens to user 987. User 391 sent 89 tokens to user 26. User 462 sent 42 tokens to user 906. User 197 sent 36 tokens to user 506. ,31,510c74e42099c5482b924612b6d306d4245dba8bf7e03322ca3962b663fe4e5d
248,510c74e42099c5482b924612b6d306d4245dba8bf7e03322ca3962b663fe4e5d,1516627695.011308,User 791 sent 55 tokens to user 497. User 328 sent 90 tokens to user 348. User 514 sent 71 tokens to user 9. User 75 sent 79 tokens to user 348. User 72 sent 90 tokens to user 952. ,26,59105655882d627bbfed075ec7e98139ae0b704af84909f7b4fd15ee62e9e243
249,59105655882d627bbfed075ec7e98139ae0b704af84909f7b4fd15ee62e9e243,1516627695.015727,User 459 sent 43 tokens to user 499. User 466 sent 70 tokens to user 456. User 326 sent 57 tokens to user 953. User 787 sent 94 tokens to user 230. User 756 sent 56 tokens to user 935. ,7,5caf4354df05a2b2f38a006881c82b1e6c730dd6540318f80ad9eaf7e8f6c7d2
250,5caf4354df05a2b2f38a006881c82b1e6c730dd6540318f80ad9eaf7e8f6c7d2,1516627695.020252,User 200 sent 28 tokens to user 657. User 306 sent 59 tokens to user 243. User 560 sent 65 tokens to user 727. User 748 sent 83 tokens to user 563. User 584 sent 6 tokens to user 629. ,8,5d5d452bf84081dbb5d66a58903dfd80cd706b27a1808136170c83c38c8276d2
251,5d5d452bf84081dbb5d66a58903dfd80cd706b27a1808136170c83c38c8276d2,1516627695.024677,User 962 sent 71 tokens to user 683. User 236 sent 58 tokens to user 774. User 239 sent 37 tokens to user 562. User 828 sent 48 tokens to user 762. User 417 sent 66 tokens to user 68. ,4,5263793352a3721b91a76ea48827033aa9f8110b221ea36714e71890de41004b
252,5263793352a3721b91a76ea48827033aa9f8110b221ea36714e71890de41004b,1516627695.0294359,User 276 sent 68 tokens to user 427. User 466 sent 76 tokens to user 524. User 802 sent 75 tokens to user 81. User 338 sent 8 tokens to user 877. User 601 sent 17 tokens to user 764. ,9,532faeb979fbbc8eb5c9422e25c043686b838995ae9b5b0021de5133cb8246ed
253,532faeb979fbbc8eb5c9422e25c043686b838995ae9b5b0021de5133cb8246ed,1516627695.03405,User 779 sent 45 tokens to user 887. User 937 sent 35 tokens to user 946. User 436 sent 93 tokens to user 526. User 922 sent 45 tokens to user 543. User 195 sent 97 tokens to user 587. ,26,5039a30a1720c0936ba0f5bcb18ce717e4afdf549815da4ac0214f089942e73a
254,5039a30a1720c0936ba0f5bcb18ce717e4afdf549815da4ac0214f089942e73a,1516627695.038974,User 200 sent 14 tokens to user 178. User 949 sent 54 tokens to user 411. User 206 sent 47 tokens to user 518. User 836 sent 0 tokens to user 557. User 970 sent 13 tokens to user 140. ,40,5a61b43f2c46618403c53bfcd7a965aa2c51ea5899d356bce19040374469c583
255,5a61b43f2c46618403c53bfcd7a965aa2c51ea5899d356bce19040374469c583,1516627695.0440052,User 766 sent 53 tokens to user 960. User 683 sent 61 tokens to user 21. User 634 sent 25 tokens to user 579. User 642 sent 3 tokens to user 698. User 524 sent 21 tokens to user 825. ,24,5805ab7c670a9752bdc6fe05ce78ec0cb11b9ff12f0cee928fe1a20cde178448
256,5805ab7c670a9752bdc6fe05ce78ec0cb11b9ff12f0cee928fe1a20cde178448,1516627695.0489569,User 713 sent 18 tokens to user 939. User 407 sent 6 tokens to user 542. User 775 sent 51 tokens to user 802. User 507 sent 24 tokens to user 508. User 270 sent 41 tokens to user 461. ,3,57a460b91b98da9c6774429754d12e5fd82e2c9dd1ed2f3749d46a02fd0702a7
257,57a460b91b98da9c6774429754d12e5fd82e2c9dd1ed2f3749d46a02fd0702a7,1516627695.0549388,User 344 sent 76 tokens to user 391. User 566 sent 42 tokens to user 751. User 451 sent 62 tokens to user 405. User 451 sent 78 tokens to user 35. User 715 sent 50 tokens to user 496. ,4,55901e5354c9279c805c07252bfc4f302ea74f77eb8f33d512612aa916083eb3
258,55901e5354c9279c805c07252bfc4f302ea74f77eb8f33d512612aa916083eb3,1516627695.060517,User 240 sent 98 tokens to user 354. User 187 sent 41 tokens to user 60. User 738 sent 65 tokens to user 962. User 593 sent 38 tokens to user 605. User 931 sent 50 tokens to user 860. ,9,51fa76f08f4a0468aa26346c0cb9954e89fafff8ac7afaa9e8cfeab7d3c36cf3
259,51fa76f08f4a0468aa26346c0cb9954e89fafff8ac7afaa9e8cfeab7d3c36cf3,1516627695.0667179,User 883 sent 28 tokens to user 698. User 434 sent 75 tokens to user 434. User 228 sent 73 tokens to user 222. User 256 sent 48 tokens to user 313. User 440 sent 80 tokens to user 985. ,17,55d1c1341cba29866c9e07f8867713d3ffc73a7376a48cd12775ce69ee885029
260,55d1c1341cba29866c9e07f8867713d3ffc73a7376a48cd12775ce69ee885029,1516627695.073222,User 114 sent 65 tokens to user 183. User 552 sent 31 tokens to user 163. User 726 sent 38 tokens to user 319. User 661 sent 33 tokens to user 340. User 980 sent 69 tokens to user 361. ,1,53d26e74b33e3ddd4c929b188d6dfdd02c2f8174bc910b2a3f6727cee82d3010
261,53d26e74b33e3ddd4c929b188d6dfdd02c2f8174bc910b2a3f6727cee82d3010,1516627695.078382,User 737 sent 88 tokens to user 429. User 929 sent 43 tokens to user 352. User 980 sent 57 tokens to user 909. User 23 sent 67 tokens to user 387. User 161 sent 95 tokens to user 258. ,20,589dde22407a0b5ced7e2774bbcf16c194e5a11c8c7a559259a8008388b8584e
262,589dde22407a0b5ced7e2774bbcf16c194e5a11c8c7a559259a8008388b8584e,1516627695.0839648,User 55 sent 94 tokens to user 443. User 633 sent 36 tokens to user 910. User 150 sent 18 tokens to user 503. User 773 sent 97 tokens to user 221. User 446 sent 96 tokens to user 107. ,38,5f3ac12d61a195b333bf42c4174e6fb34ca72639755290cc8f6a50b5aa945e00
263,5f3ac12d61a195b333bf42c4174e6fb34ca72639755290cc8f6a50b5aa945e00,1516627695.089982,User 70 sent 9 tokens to user 667. User 0 sent 97 tokens to user 898. User 34 sent 8 tokens to user 672. User 906 sent 16 tokens to user 380. User 259 sent 8 tokens to user 52. ,5,5e7cc2c0b957139cf5e531134e86150d69dd1f14c9f6872ce8bcf7972c6e92b1
264,5e7cc2c0b957139cf5e531134e86150d69dd1f14c9f6872ce8bcf7972c6e92b1,1516627695.0976582,User 830 sent 4 tokens to user 376. User 877 sent 66 tokens to user 637. User 792 sent 92 tokens to user 517. User 44 sent 63 tokens to user 623. User 439 sent 51 tokens to user 326. ,17,56241c5899d3ac76c46f7ab169b998a7950bc2ba84ae60302db9ec1481b0133a
265,56241c5899d3ac76c46f7ab169b998a7950bc2ba84ae60302db9ec1481b0133a,1516627695.103219,User 375 sent 64 tokens to user 986. User 921 sent 87 tokens to user 695. User 441 sent 30 tokens to user 540. User 646 sent 47 tokens to user 57. User 12 sent 83 tokens to user 489. ,22,57fcd8844c3f1c226448bff5cdf5040d39f23e7f7c72eaac8c7fe6d352f19861
266,57fcd8844c3f1c226448bff5cdf5040d39f23e7f7c72eaac8c7fe6d352f19861,1516627695.10921,User 426 sent 57 tokens to user 762. User 485 sent 71 tokens to user 527. User 724 sent 40 tokens to user 326. User 818 sent 48 tokens to user 552. User 634 sent 74 tokens to user 54. ,26,5c89b550b96fe772252d59f3fcfb3c4106ef9780d85494d0ecda0f4f95ecc907
267,5c89b550b96fe772252d59f3fcfb3c4106ef9780d85494d0ecda0f4f95ecc907,1516627695.114551,User 901 sent 92 tokens to user 66. User 865 sent 21 tokens to user 46. User 444 sent 88 tokens to user 469. User 381 sent 68 tokens to user 991. User 773 sent 49 tokens to user 740. ,26,557dd639f52a5bf80a62f7db73ab2c0ba113cf2a3b1829b88f971b1871ac13db
268,557dd639f52a5bf80a62f7db73ab2c0ba113cf2a3b1829b88f971b1871ac13db,1516627695.120199,User 781 sent 23 tokens to user 666. User 498 sent 38 tokens to user 136. User 165 sent 72 tokens to user 636. User 382 sent 95 tokens to user 446. User 979 sent 47 tokens to user 80. ,27,5ecb76f196f484b76c7937187fd3386b2499bc30eafd7db4908f18fd336e8ad9
269,5ecb76f196f484b76c7937187fd3386b2499bc30eafd7db4908f18fd336e8ad9,1516627695.1292968,User 814 sent 89 tokens to user 633. User 511 sent 96 tokens to user 966. User 802 sent 89 tokens to user 301. User 997 sent 57 tokens to user 515. User 373 sent 20 tokens to user 845. ,3,51642028532264eaed2b719204ed243dfab72acf11cedc73b2c1b05f04729c60
270,51642028532264eaed2b719204ed243dfab72acf11cedc73b2c1b05f04729c60,1516627695.135204,User 450 sent 1 tokens to user 733. User 694 sent 74 tokens to user 619. User 619 sent 33 tokens to user 59. User 996 sent 46 tokens to user 652. User 992 sent 79 tokens to user 783. ,8,5d4854529bfda6a9238a4a3789ce6c4a52e436d160c696b06dfe2ea05bfdac50
271,5d4854529bfda6a9238a4a3789ce6c4a52e436d160c696b06dfe2ea05bfdac50,1516627695.1415858,User 855 sent 44 tokens to user 519. User 63 sent 14 tokens to user 508. User 483 sent 81 tokens to user 347. User 477 sent 84 tokens to user 697. User 422 sent 70 tokens to user 463. ,15,5f71e2d7a7bac21252b88633ddaa65b88d670571a194d6c0b495f8ef606650f5
